current,total,id,name,firstname,lastname,age,date,place,country,nationality,height,weight,injured,photo
27,42,291476,D. Fofana,David Datro,Fofana,22,2002-12-22,,Côte d'Ivoire,Côte d'Ivoire,181 cm,76 kg,false,https://media.api-sports.io/football/players/291476.png
27,42,331563,M. Burstow,Mason Paul James,Burstow,21,2003-08-04,,England,England,188 cm,79 kg,false,https://media.api-sports.io/football/players/331563.png
27,42,334037,T. George,Tyrique,George,18,2006-02-04,,England,England,,,false,https://media.api-sports.io/football/players/334037.png
27,42,335056,Diego Moreira,Diego Manuel Jadon,da Silva Moreira,20,2004-08-06,,Belgium,Portugal,179 cm,73 kg,false,https://media.api-sports.io/football/players/335056.png
27,42,392270,Marc Guiu,Marc,Guiu Paz,18,2006-01-04,Granollers,Spain,Spain,187 cm,82 kg,false,https://media.api-sports.io/football/players/392270.png
27,42,415001,Deivid Washington,Deivid Washington,de Souza Eugênio,19,2005-06-05,,Brazil,Brazil,186 cm,73 kg,false,https://media.api-sports.io/football/players/415001.png
28,42,269,C. Nkunku,Christopher Alan,Nkunku,27,1997-11-14,Lagny-sur-Marne,France,France,178 cm,68 kg,false,https://media.api-sports.io/football/players/269.png
28,42,645,R. Sterling,Raheem Shaquille,Sterling,30,1994-12-08,Kingston,Jamaica,England,172 cm,69 kg,false,https://media.api-sports.io/football/players/645.png
28,42,5996,E. Fernández,Enzo Jeremías,Fernández,23,2001-01-17,San Martín,Argentina,Argentina,178 cm,76 kg,false,https://media.api-sports.io/football/players/5996.png
28,42,19545,R. James,Reece Lewis,James,25,1999-12-08,London,England,England,182 cm,82 kg,false,https://media.api-sports.io/football/players/19545.png
28,42,22094,W. Fofana,Wesley Tidjan,Fofana,24,2000-12-17,,France,France,190 cm,84 kg,false,https://media.api-sports.io/football/players/22094.png
28,42,22166,M. Sarr,Malang Mamadou William Georges,Sarr,25,1999-01-23,Nice,France,France,183 cm,73 kg,false,https://media.api-sports.io/football/players/22166.png
28,42,63577,M. Mudryk,Mykhailo,Mudryk,23,2001-01-05,Krasnohrad,Ukraine,Ukraine,175 cm,61 kg,false,https://media.api-sports.io/football/players/63577.png
28,42,67972,C. Gallagher,Conor John,Gallagher,24,2000-02-06,Epsom,England,England,182 cm,77 kg,false,https://media.api-sports.io/football/players/67972.png
28,42,116117,M. Caicedo,Moisés Isaac,Caicedo Corozo,23,2001-11-02,Santo Domingo,Ecuador,Ecuador,178 cm,73 kg,false,https://media.api-sports.io/football/players/116117.png
28,42,136723,N. Madueke,Chukwunonso Tristan,Madueke,22,2002-03-10,,England,England,176 cm,75 kg,false,https://media.api-sports.io/football/players/136723.png
28,42,138935,C. Chukwuemeka,Carney Chibueze,Chukwuemeka,21,2003-10-20,,Austria,England,187 cm,77 kg,false,https://media.api-sports.io/football/players/138935.png
28,42,152953,L. Colwill,Levi Lemar,Samuels Colwill,21,2003-02-26,,England,England,187 cm,83 kg,false,https://media.api-sports.io/football/players/152953.png
28,42,161907,M. Gusto,Malo Arthur,Gusto,21,2003-05-19,,France,France,179 cm,67 kg,false,https://media.api-sports.io/football/players/161907.png
28,42,181797,B. Humphreys,Bashir,Humphreys,21,2003-03-15,,England,England,187 cm,79 kg,false,https://media.api-sports.io/football/players/181797.png
28,42,270507,C. Casadei,Cesare,Casadei,21,2003-01-10,,Italy,Italy,186 cm,,false,https://media.api-sports.io/football/players/270507.png
28,42,270508,L. Ugochukwu,Lesley Chimuanya,Ugochukwu,20,2004-03-26,Rennes,France,France,190 cm,72 kg,false,https://media.api-sports.io/football/players/270508.png
28,42,282125,R. Lavia,Roméo,Lavia,20,2004-01-06,Brussels,Belgium,Belgium,181 cm,,false,https://media.api-sports.io/football/players/282125.png
28,42,283058,N. Jackson,Nicolas,Jackson,23,2001-06-20,Banjul,Gambia,Senegal,186 cm,78 kg,false,https://media.api-sports.io/football/players/283058.png
28,42,284406,A. Gilchrist,Alfie,Gilchrist,21,2003-11-28,,England,England,183 cm,,false,https://media.api-sports.io/football/players/284406.png
28,42,305834,Andrey Santos,Andrey,Nascimento dos Santos,20,2004-05-03,,Brazil,Brazil,178 cm,75 kg,false,https://media.api-sports.io/football/players/305834.png
29,42,95,B. Badiashile,Benoît Ntambue,Badiashile Mukinayi Baya,23,2001-03-26,Limoges,France,France,194 cm,75 kg,false,https://media.api-sports.io/football/players/95.png
29,42,1469,D. Welbeck,Daniel Nii,Tackie Mensah Welbeck,34,1990-11-26,Manchester,England,England,185 cm,73 kg,false,https://media.api-sports.io/football/players/1469.png
29,42,2273,Kepa,Kepa,Arrizabalaga Revuelta,30,1994-10-03,Ondárroa,Spain,Spain,189 cm,84 kg,false,https://media.api-sports.io/football/players/2273.png
29,42,2933,B. Chilwell,Benjamin James,Chilwell,28,1996-12-21,Milton Keynes,England,England,178 cm,77 kg,false,https://media.api-sports.io/football/players/2933.png
29,42,10329,João Pedro,João Pedro,Junqueira de Jesus,23,2001-09-26,Ribeirão Preto,Brazil,Brazil,182 cm,70 kg,false,https://media.api-sports.io/football/players/10329.png
29,42,18959,Robert Sánchez,Robert,Lynch Sánchez,27,1997-11-18,Cartagena,Spain,Spain,197 cm,90 kg,false,https://media.api-sports.io/football/players/18959.png
29,42,19012,M. Bettinelli,Marcus,Bettinelli,32,1992-05-24,Camberwell,England,England,194 cm,82 kg,false,https://media.api-sports.io/football/players/19012.png
29,42,19720,T. Chalobah,Trevoh Thomas,Chalobah,25,1999-07-05,Freetown,Sierra Leone,England,190 cm,75 kg,false,https://media.api-sports.io/football/players/19720.png
29,42,21998,A. Disasi,Axel Wilson Arthur,Disasi Mhakinis Belho,26,1998-03-11,Gonesse,France,France,190 cm,83 kg,false,https://media.api-sports.io/football/players/21998.png
29,42,26475,D. Undav,Deniz,Undav,28,1996-07-19,Varel,Germany,Germany,179 cm,86 kg,false,https://media.api-sports.io/football/players/26475.png
29,42,47380,Marc Cucurella,Marc,Cucurella Saseta,26,1998-07-22,Alella,Spain,Spain,172 cm,66 kg,false,https://media.api-sports.io/football/players/47380.png
29,42,64167,G. Słonina,Gabriel Paweł,Słonina,20,2004-05-15,Addison,USA,USA,193 cm,88 kg,false,https://media.api-sports.io/football/players/64167.png
29,42,92993,M. Wieffer,Mats,Wieffer,25,1999-11-16,Borne,Netherlands,Netherlands,188 cm,78 kg,false,https://media.api-sports.io/football/players/92993.png
29,42,118307,Đ. Petrović,Đorđe,Petrović,25,1999-10-08,Požarevac,Serbia,Serbia,194 cm,89 kg,false,https://media.api-sports.io/football/players/118307.png
29,42,129643,E. Ferguson,Evan Joe,Ferguson,20,2004-10-19,,Republic of Ireland,Republic of Ireland,183 cm,78 kg,false,https://media.api-sports.io/football/players/129643.png
29,42,152955,L. Bergström,Lucas Carl Edvard,Bergström,22,2002-09-05,,Finland,Finland,199 cm,82 kg,false,https://media.api-sports.io/football/players/152955.png
29,42,277191,A. Sima,Abdallah Dipo,Sima,23,2001-06-17,Dakar,Senegal,Senegal,188 cm,79 kg,false,https://media.api-sports.io/football/players/277191.png
29,42,293643,I. Osman,Ibrahim,Osman,20,2004-11-29,Accra,Ghana,Ghana,177 cm,64 kg,false,https://media.api-sports.io/football/players/293643.png
29,42,301771,S. Adingra,Simon Kofi,Adingra,22,2002-01-01,Yamoussoukro,Côte d'Ivoire,Côte d'Ivoire,175 cm,68 kg,false,https://media.api-sports.io/football/players/301771.png
29,42,305735,J. Duffus,Joshua James,Leslie Duffus,20,2004-12-15,,England,England,,,false,https://media.api-sports.io/football/players/305735.png
30,42,14,Mahmoud Dahoud,Mahmoud,Dahoud,28,1996-01-01,Amouda,Syria,Syria,178 cm,68 kg,false,https://media.api-sports.io/football/players/14.png
30,42,296,J. Milner,James Philip,Milner,38,1986-01-04,Leeds,England,England,175 cm,70 kg,false,https://media.api-sports.io/football/players/296.png
30,42,537,J. Veltman,Joël Ivo,Veltman,32,1992-01-15,Velsen,Netherlands,Netherlands,184 cm,75 kg,false,https://media.api-sports.io/football/players/537.png
30,42,18970,P. Groß,Pascal,Groß,33,1991-06-15,Mannheim,Germany,Germany,181 cm,78 kg,false,https://media.api-sports.io/football/players/18970.png
30,42,18973,S. March,Solomon Benjamin,March,30,1994-07-20,Eastbourne,England,England,180 cm,88 kg,false,https://media.api-sports.io/football/players/18973.png
30,42,19565,J. Weir,Jensen Guy,Weir,22,2002-01-31,Warrington,England,England,186 cm,74 kg,false,https://media.api-sports.io/football/players/19565.png
30,42,38695,J. van Hecke,Jan Paul,van Hecke,24,2000-06-08,Arnemuiden,Netherlands,Netherlands,189 cm,79 kg,false,https://media.api-sports.io/football/players/38695.png
30,42,40911,J. Moder,Jakub Piotr,Moder,25,1999-04-07,Szczecinek,Poland,Poland,188 cm,78 kg,false,https://media.api-sports.io/football/players/40911.png
30,42,46731,P. Estupiñán,Pervis Josué,Estupiñán Tenorio,26,1998-01-21,Esmeraldas,Ecuador,Ecuador,175 cm,73 kg,false,https://media.api-sports.io/football/players/46731.png
30,42,70747,J. Enciso,Julio César,Enciso Espínola,20,2004-01-23,Caaguazú,Paraguay,Paraguay,173 cm,64 kg,false,https://media.api-sports.io/football/players/70747.png
30,42,106835,K. Mitoma,Kaoru,Mitoma,27,1997-05-20,Kawasaki,Japan,Japan,178 cm,73 kg,false,https://media.api-sports.io/football/players/106835.png
30,42,137220,A. Moran,Andrew,Moran,21,2003-10-15,,Republic of Ireland,Republic of Ireland,177 cm,73 kg,false,https://media.api-sports.io/football/players/137220.png
30,42,167656,M. Leonard,Marc Henry,Leonard,23,2001-12-19,,Scotland,Scotland,,,false,https://media.api-sports.io/football/players/167656.png
30,42,202086,J. Sarmiento,Jeremy Leonel,Sarmiento Morante,22,2002-06-16,Madrid,Spain,Ecuador,178 cm,72 kg,false,https://media.api-sports.io/football/players/202086.png
30,42,216809,C. Peupion,Cameron Paul Jacques,Peupion,22,2002-09-23,Sydney,Australia,Australia,175 cm,76 kg,false,https://media.api-sports.io/football/players/216809.png
30,42,265820,Y. Ayari,Yasin,Abbas Ayari,21,2003-10-06,,Sweden,Sweden,172 cm,69 kg,false,https://media.api-sports.io/football/players/265820.png
30,42,280672,E. Turns,Edward James,Turns,22,2002-10-18,,England,Wales,,,false,https://media.api-sports.io/football/players/280672.png
30,42,305730,J. Hinshelwood,Jack Luca,Hinshelwood,19,2005-04-11,,England,England,,,false,https://media.api-sports.io/football/players/305730.png
30,42,311334,F. Buonanotte,Facundo Valentín,Buonanotte,20,2004-12-23,,Argentina,Argentina,174 cm,66 kg,false,https://media.api-sports.io/football/players/311334.png
30,42,356041,C. Baleba,Carlos Noom,Quomah Baleba,20,2004-01-03,,Cameroon,Cameroon,179 cm,,false,https://media.api-sports.io/football/players/356041.png
31,42,7600,Igor Julio,Igor Julio,dos Santos de Paulo,26,1998-02-07,Bom Sucesso,Brazil,Brazil,185 cm,85 kg,false,https://media.api-sports.io/football/players/7600.png
31,42,15908,M. Damsgaard,Mikkel,Krogh Damsgaard,24,2000-07-03,Jyllinge,Denmark,Denmark,180 cm,66 kg,false,https://media.api-sports.io/football/players/15908.png
31,42,18960,J. Steele,Jason Sean,Steele,34,1990-08-18,Newton Aycliffe,England,England,188 cm,79 kg,false,https://media.api-sports.io/football/players/18960.png
31,42,18963,L. Dunk,Lewis Carl,Dunk,33,1991-11-21,Brighton,England,England,192 cm,88 kg,false,https://media.api-sports.io/football/players/18963.png
31,42,19265,A. Webster,Adam Harry,Webster,29,1995-01-04,West Wittering,England,England,191 cm,75 kg,false,https://media.api-sports.io/football/players/19265.png
31,42,19362,J. Dasilva,Pelenda Joshua Tunga,Dasilva,26,1998-10-23,,England,England,184 cm,75 kg,false,https://media.api-sports.io/football/players/19362.png
31,42,20589,B. Mbeumo,Bryan Tetsadong Marceau,Mbeumo,25,1999-08-07,Avallon,France,Cameroon,173 cm,64 kg,false,https://media.api-sports.io/football/players/20589.png
31,42,20649,Y. Wissa,Yoane,Wissa Bileko,28,1996-09-03,Épinay-sous-Sénart,France,Congo DR,176 cm,74 kg,false,https://media.api-sports.io/football/players/20649.png
31,42,25073,V. Janelt,Vitaly,Janelt,26,1998-05-10,Hamburg,Germany,Germany,184 cm,79 kg,false,https://media.api-sports.io/football/players/25073.png
31,42,106725,K. Lewis-Potter,Keane William,Lewis-Potter,23,2001-02-22,Hull,England,England,170 cm,67 kg,false,https://media.api-sports.io/football/players/106725.png
31,42,129058,B. Verbruggen,Bart,Verbruggen,22,2002-08-18,Zwolle,Netherlands,Netherlands,193 cm,66 kg,false,https://media.api-sports.io/football/players/129058.png
31,42,138815,T. Lamptey,Tariq Kwame,Nii-Lante Lamptey,24,2000-09-30,Hillingdon,England,Ghana,163 cm,55 kg,false,https://media.api-sports.io/football/players/138815.png
31,42,162075,P. Maghoma,Edmond-Paris,Maghoma,23,2001-05-08,London,England,England,,,false,https://media.api-sports.io/football/players/162075.png
31,42,180308,M. Peart-Harris,Myles,Spencer Peart-Harris,22,2002-09-18,,England,England,187 cm,,false,https://media.api-sports.io/football/players/180308.png
31,42,196156,Thiago,Igor Thiago,Nascimento Rodrigues,23,2001-06-26,,Brazil,Brazil,191 cm,85 kg,false,https://media.api-sports.io/football/players/196156.png
31,42,263538,Y. Yarmoliuk,Yehor,Yarmoliuk,20,2004-03-01,Verkhniodniprovsk,Ukraine,Ukraine,180 cm,72 kg,false,https://media.api-sports.io/football/players/263538.png
31,42,278088,C. Rushworth,Carl Andrew,Rushworth,23,2001-07-02,Halifax,England,England,,,false,https://media.api-sports.io/football/players/278088.png
31,42,319572,V. Barco,Valentín,Barco,20,2004-07-23,25 de Mayo,Argentina,Argentina,170 cm,66 kg,false,https://media.api-sports.io/football/players/319572.png
31,42,382925,R. Trevitt,Ryan,Trevitt,21,2003-03-12,,England,England,170 cm,65 kg,false,https://media.api-sports.io/football/players/382925.png
31,42,430734,Y. Konak,Yunus Emre,Konak,18,2006-01-10,Batman,Türkiye,Türkiye,181 cm,,false,https://media.api-sports.io/football/players/430734.png
32,42,1119,K. Ajer,Kristoffer,Vassbakk Köpp Ajer,26,1998-04-17,Rælingen,Norway,Norway,198 cm,92 kg,false,https://media.api-sports.io/football/players/1119.png
32,42,1835,T. Strakosha,Thomas,Strakosha,29,1995-03-19,Athína,Greece,Albania,186 cm,78 kg,false,https://media.api-sports.io/football/players/1835.png
32,42,2731,M. Jørgensen,Mathias,Jattah-Njie Jørgensen,34,1990-04-23,København,Denmark,Denmark,191 cm,79 kg,false,https://media.api-sports.io/football/players/2731.png
32,42,15745,M. Roerslev,Mads,Roerslev Rasmussen,25,1999-06-24,København,Denmark,Denmark,184 cm,77 kg,false,https://media.api-sports.io/football/players/15745.png
32,42,18917,B. Mee,Benjamin Thomas,Mee,35,1989-09-21,Sale,England,England,180 cm,74 kg,false,https://media.api-sports.io/football/players/18917.png
32,42,19346,R. Henry,Rico Antonio,Henry,27,1997-07-08,Birmingham,England,England,170 cm,67 kg,false,https://media.api-sports.io/football/players/19346.png
32,42,19495,N. Collins,Nathan Michael,Collins,23,2001-04-30,Leixlip,Republic of Ireland,Republic of Ireland,193 cm,,false,https://media.api-sports.io/football/players/19495.png
32,42,19789,E. Pinnock,Ethan Rupert,Pinnock,31,1993-05-29,London,England,Jamaica,187 cm,79 kg,false,https://media.api-sports.io/football/players/19789.png
32,42,26232,M. Flekken,Mark,Flekken,31,1993-06-13,Bocholtz,Netherlands,Netherlands,195 cm,87 kg,false,https://media.api-sports.io/football/players/26232.png
32,42,30407,C. Nørgaard,Christian,Thers Nørgaard,30,1994-03-10,København,Denmark,Denmark,187 cm,73 kg,false,https://media.api-sports.io/football/players/30407.png
32,42,44871,A. Hickey,Aaron,Buchanan Hickey,22,2002-06-10,Glasgow,Scotland,Scotland,178 cm,72 kg,false,https://media.api-sports.io/football/players/44871.png
32,42,47438,M. Jensen,Mathias,Jensen,28,1996-01-01,Jerslev,Denmark,Denmark,180 cm,72 kg,false,https://media.api-sports.io/football/players/47438.png
32,42,47499,E. Ünal,Enes,Ünal,27,1997-05-10,Bursa,Türkiye,Türkiye,187 cm,78 kg,false,https://media.api-sports.io/football/players/47499.png
32,42,61742,H. Valdimarsson,Hákon Rafn,Valdimarsson,23,2001-10-13,,Iceland,Iceland,188 cm,,false,https://media.api-sports.io/football/players/61742.png
32,42,138832,B. Winterbottom,Benjamin Harry,Winterbottom,23,2001-07-16,Preston,England,England,188 cm,,false,https://media.api-sports.io/football/players/138832.png
32,42,178077,K. Schade,Kevin,Schade,23,2001-11-27,Potsdam,Germany,Germany,183 cm,74 kg,false,https://media.api-sports.io/football/players/178077.png
32,42,191337,T. Crama,Tristan,Crama,23,2001-11-08,Béziers,France,France,192 cm,78 kg,false,https://media.api-sports.io/football/players/191337.png
32,42,276263,F. Stevens,Finley John,Stevens,21,2003-04-10,,England,Wales,179 cm,73 kg,false,https://media.api-sports.io/football/players/276263.png
32,42,278041,M. Cox,Matthew Aidan,Cox,21,2003-05-02,London,England,England,182 cm,64 kg,false,https://media.api-sports.io/football/players/278041.png
32,42,356237,Kim Ji-Soo,Ji-Soo,Kim,20,2004-12-24,Bucheon,Korea Republic,Korea Republic,192 cm,83 kg,false,https://media.api-sports.io/football/players/356237.png
33,42,1125,R. Christie,Ryan,Christie,29,1995-02-22,Inverness,Scotland,Scotland,178 cm,70 kg,false,https://media.api-sports.io/football/players/1125.png
33,42,1150,T. Adams,Tyler Shaan,Adams,25,1999-02-14,Wappingers Falls,USA,USA,173 cm,72 kg,false,https://media.api-sports.io/football/players/1150.png
33,42,2734,P. Billing,Philip,Anyanwu Billing,28,1996-06-11,Lagos,Denmark,Denmark,193 cm,83 kg,false,https://media.api-sports.io/football/players/2734.png
33,42,6610,M. Senesi,Marcos Nicolás,Senesi Barón,27,1997-05-10,Concordia,Argentina,Argentina,185 cm,80 kg,false,https://media.api-sports.io/football/players/6610.png
33,42,18869,A. Smith,Adam James,Smith,33,1991-04-29,London,England,England,180 cm,78 kg,false,https://media.api-sports.io/football/players/18869.png
33,42,18872,L. Cook,Lewis John,Cook,27,1997-02-03,York,England,England,175 cm,71 kg,false,https://media.api-sports.io/football/players/18872.png
33,42,18883,D. Solanke,Dominic Ayodele,Solanke-Mitchell,27,1997-09-14,Reading,England,England,187 cm,80 kg,false,https://media.api-sports.io/football/players/18883.png
33,42,19070,M. Aarons,Maximillian James,Aarons,24,2000-01-04,,England,England,178 cm,69 kg,false,https://media.api-sports.io/football/players/19070.png
33,42,19245,M. Tavernier,Marcus Joseph,Tavernier,25,1999-03-22,Leeds,England,England,178 cm,70 kg,false,https://media.api-sports.io/football/players/19245.png
33,42,19281,A. Semenyo,Antoine Serlom,Semenyo,24,2000-01-07,London,England,Ghana,185 cm,79 kg,false,https://media.api-sports.io/football/players/19281.png
33,42,20093,J. Hill,James Clayton,Hill,22,2002-01-10,Bristol,England,England,184 cm,73 kg,false,https://media.api-sports.io/football/players/20093.png
33,42,31057,H. Traorè,Hamed Junior,Traorè,24,2000-02-16,,Côte d'Ivoire,Côte d'Ivoire,184 cm,77 kg,false,https://media.api-sports.io/football/players/31057.png
33,42,37161,L. Sinisterra,Luis Fernando,Sinisterra Lucumí,25,1999-06-17,Santander de Quilichao,Colombia,Colombia,172 cm,60 kg,false,https://media.api-sports.io/football/players/37161.png
33,42,84082,R. Faivre,Romain,Faivre,26,1998-07-14,Asnières-sur-Seine,France,France,180 cm,75 kg,false,https://media.api-sports.io/football/players/84082.png
33,42,94360,A. Paulsen,Alexander Noah,Paulsen,22,2002-07-04,Auckland,New Zealand,New Zealand,193 cm,82 kg,false,https://media.api-sports.io/football/players/94360.png
33,42,130416,G. Kilkenny,Gavin,Kilkenny,24,2000-02-01,Dublin,Republic of Ireland,Republic of Ireland,170 cm,,false,https://media.api-sports.io/football/players/130416.png
33,42,196855,J. Anthony,Jaidon Kya Denley,Anthony,25,1999-12-01,,England,England,183 cm,,false,https://media.api-sports.io/football/players/196855.png
33,42,284797,D. Ouattara,Dango Aboubacar Faissal,Ouattara,22,2002-02-11,Ouagadougou,Burkina Faso,Burkina Faso,177 cm,71 kg,false,https://media.api-sports.io/football/players/284797.png
33,42,304853,A. Scott,Alex Jay,Scott,21,2003-08-21,,England,England,178 cm,,false,https://media.api-sports.io/football/players/304853.png
33,42,382160,D. Adu-Adjei,Daniel William Kwabena,Adu-Adjei,19,2005-06-21,,England,England,177 cm,,false,https://media.api-sports.io/football/players/382160.png
34,42,277,M. Diaby,Moussa,Diaby,25,1999-07-07,Paris,France,France,170 cm,68 kg,false,https://media.api-sports.io/football/players/277.png
